product_family,articulation,pose,product_weight_g,height_cm,complexity_score,stability_index,center_of_gravity,hair_length,dress_length,accessory_count,accessory_weight_g,fragility_score,attachment_needed,fragile_parts_count,movement_score,protection_score,packaging_complexity,overall_risk,recommended_head_strap,recommended_waist_strap,recommended_hand_strap,recommended_leg_strap,recommended_back_support,recommended_base_support,recommended_material,eco_score,relative_cost,recyclable
Made to Move,Made to Move,Standing Straight,130,29.0,7,5,Left,Medium,Long,4,30.0,7,2,1,4,5,9,5.4,2,3,1,0,0,0,rPET,78.0,1.1,Yes
Made to Move,Made to Move,One Hand Up,115,29.2,7,5,Left,Long,Short,5,95.0,8,4,1,4,7,10,6.2,2,4,2,0,1,0,Virgin PET,48.0,1.0,Yes
Extra,Curvy,Sitting,129,30.0,6,6,Center,Medium,Long,0,0.0,0,0,1,4,1,6,3.4,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Signature,Made to Move,Walking,131,29.0,8,6,Center,Short,Knee,1,12.0,1,1,0,7,0,9,5.0,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Made to Move,Made to Move,Sitting,115,29.0,7,5,Left,Long,Long,2,23.0,3,1,2,3,4,8,4.4,1,3,0,0,0,0,rPET,82.0,1.1,Yes
Made to Move,Made to Move,Sitting,126,29.2,7,5,Left,Short,Knee,3,38.0,5,2,0,4,4,9,5.0,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Made to Move,Made to Move,Two Hands Up,117,29.0,7,5,Left,Long,Knee,5,40.0,8,2,1,5,6,10,6.4,1,4,1,0,1,0,Virgin PET,52.0,1.0,Yes
Fashionistas,Standard,One Leg Bent,110,29.0,3,8,Center,Long,Knee,3,27.0,4,2,1,2,4,4,3.1,1,2,1,1,0,0,rPET,80.0,1.1,Yes
Fashionistas,Standard,Two Hands Up,110,29.0,3,8,Center,Medium,Short,2,20.0,3,1,0,2,2,3,2.2,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Careers,Standard,One Hand on Hip,117,29.2,5,7,Center,Very Long,Short,0,0.0,0,0,2,2,2,5,2.6,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Dreamtopia,Standard,Walking,122,30.0,7,5,Back,Medium,Knee,0,0.0,0,0,0,8,0,7,5.0,0,3,0,2,0,1,rPET,75.0,1.1,Yes
Fashionistas,Standard,Sitting,113,29.2,3,8,Center,Medium,Short,5,35.0,9,3,0,0,4,5,2.4,1,2,1,0,0,0,Recycled Cardboard + rPET,92.0,0.85,Yes
Dreamtopia,Standard,One Hand on Hip,126,30.2,7,5,Back,Long,Short,0,0.0,0,0,1,6,1,7,4.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,One Hand on Hip,134,30.0,6,6,Center,Medium,Knee,3,27.0,5,1,0,5,3,7,4.7,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,One Hand Up,131,30.0,6,6,Center,Long,Short,2,8.0,2,0,1,5,2,6,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,Sitting,117,29.0,3,8,Center,Short,Short,2,20.0,3,1,0,0,2,3,1.3,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Dreamtopia,Standard,Standing Straight,131,30.2,7,5,Back,Long,Long,5,43.0,8,2,2,5,7,9,6.5,2,4,1,0,1,0,Virgin PET,50.0,1.0,Yes
Made to Move,Made to Move,Walking,116,29.2,7,5,Left,Medium,Knee,1,15.0,1,1,0,6,0,8,4.3,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Signature,Made to Move,One Hand on Hip,143,29.0,8,6,Center,Long,Knee,2,7.0,4,0,1,6,2,9,5.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,One Hand Up,133,30.0,6,6,Center,Long,Short,1,5.0,3,0,1,5,2,6,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,Two Hands Up,110,29.0,3,8,Center,Long,Knee,3,27.0,4,2,1,2,4,4,3.1,1,2,1,0,0,0,rPET,82.0,1.1,Yes
Dreamtopia,Standard,One Hand on Hip,131,30.2,7,5,Back,Medium,Knee,0,0.0,0,0,0,6,0,7,4.1,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,Two Hands Up,118,29.2,7,5,Left,Medium,Long,1,7.0,1,0,1,5,1,8,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,Two Hands Up,125,29.0,7,5,Left,Long,Short,2,13.0,6,0,1,6,3,8,5.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Careers,Standard,One Hand Up,129,29.2,5,7,Center,Short,Short,4,60.0,6,2,0,3,5,6,4.3,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Careers,Standard,One Hand Up,128,29.2,5,7,Center,Medium,Long,2,9.0,2,0,1,3,2,5,3.0,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Signature,Made to Move,Two Hands Up,149,29.0,8,6,Center,Medium,Knee,0,0.0,0,0,0,7,0,9,5.0,0,3,0,0,0,1,rPET,79.0,1.1,Yes
Made to Move,Made to Move,One Leg Bent,122,29.2,7,5,Left,Short,Knee,2,9.0,2,1,0,6,1,8,4.6,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Fashionistas,Standard,Arms Open,116,29.2,3,8,Center,Short,Knee,2,16.0,3,1,0,2,1,3,1.8,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Signature,Made to Move,Sitting,149,29.2,8,6,Center,Very Long,Short,4,59.0,7,3,2,5,7,10,6.7,2,4,1,0,1,1,Virgin PET,45.0,1.0,Yes
Signature,Made to Move,One Hand on Hip,134,29.2,8,6,Center,Medium,Long,0,0.0,0,0,1,5,1,9,4.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,One Leg Bent,119,29.0,7,5,Left,Medium,Short,0,0.0,0,0,0,5,0,8,3.8,0,2,0,1,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,Arms Open,113,29.0,3,8,Center,Medium,Short,1,9.0,2,1,0,2,1,3,1.8,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Fashionistas,Standard,One Leg Bent,113,29.0,3,8,Center,Short,Short,5,34.0,9,2,0,2,4,5,3.3,1,2,1,1,0,0,rPET,80.0,1.1,Yes
Dreamtopia,Standard,One Hand Up,120,30.0,7,5,Back,Short,Short,4,47.0,8,3,0,6,5,8,6.0,1,4,1,0,1,0,Virgin PET,52.0,1.0,Yes
Extra,Curvy,Arms Open,140,30.2,6,6,Center,Medium,Knee,1,7.0,1,0,0,7,0,6,4.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,One Hand on Hip,111,29.0,3,8,Center,Short,Knee,1,8.0,1,1,0,1,0,3,1.0,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Fashionistas,Standard,One Hand on Hip,116,29.0,3,8,Center,Long,Long,5,74.0,8,5,2,1,8,5,4.2,2,3,2,0,1,0,rPET,70.0,1.1,Yes
Extra,Curvy,Walking,137,30.2,6,6,Center,Short,Knee,5,43.0,5,2,0,7,5,8,6.5,2,4,1,1,1,0,Virgin PET,48.0,1.0,Yes
Extra,Curvy,One Hand on Hip,130,30.0,6,6,Center,Medium,Short,0,0.0,0,0,0,5,0,6,3.4,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Careers,Standard,One Hand Up,127,29.0,5,7,Center,Long,Short,1,6.0,1,0,1,3,1,5,2.7,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Extra,Curvy,Sitting,134,30.0,6,6,Center,Short,Short,1,10.0,2,0,0,4,1,6,3.4,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Dreamtopia,Standard,One Hand Up,129,30.0,7,5,Back,Medium,Long,0,0.0,0,0,1,6,1,7,4.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,One Leg Bent,128,29.0,7,5,Left,Short,Knee,0,0.0,0,0,0,6,0,8,4.3,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Fashionistas,Standard,Standing Straight,111,29.0,3,8,Center,Long,Short,3,20.0,5,1,1,0,4,4,2.2,2,2,0,0,0,0,Recycled Cardboard + rPET,92.0,0.85,Yes
Fashionistas,Standard,One Leg Bent,115,29.0,3,8,Center,Long,Short,3,30.0,6,1,1,2,4,4,3.1,1,1,0,1,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,Walking,120,29.0,3,8,Center,Medium,Short,3,24.0,5,1,0,4,3,4,3.6,0,2,0,1,0,0,rPET,84.0,1.1,Yes
Careers,Standard,One Hand on Hip,118,29.2,5,7,Center,Long,Long,4,48.0,4,2,2,2,6,6,4.2,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Extra,Curvy,Standing Straight,135,30.2,6,6,Center,Very Long,Short,1,12.0,2,1,2,4,3,6,4.0,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,Sitting,137,30.2,6,6,Center,Short,Short,5,67.0,9,2,0,4,5,8,5.2,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Fashionistas,Standard,One Hand on Hip,119,29.2,3,8,Center,Long,Knee,3,19.0,4,2,1,1,3,4,2.3,0,2,1,0,0,0,Recycled Cardboard + rPET,94.0,0.85,Yes
Signature,Made to Move,One Hand Up,133,29.0,8,6,Center,Medium,Short,4,31.0,5,2,0,5,4,10,5.6,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Made to Move,Made to Move,Walking,125,29.2,7,5,Left,Medium,Long,4,44.0,6,2,1,7,6,9,7.0,1,4,1,1,1,0,Virgin PET,50.0,1.0,Yes
Extra,Curvy,Two Hands Up,138,30.0,6,6,Center,Medium,Short,0,0.0,0,0,0,6,0,6,3.9,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Made to Move,Made to Move,Standing Straight,126,29.2,7,5,Left,Short,Knee,1,3.0,3,0,0,4,1,8,3.8,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Extra,Curvy,One Hand on Hip,128,30.0,6,6,Center,Long,Knee,3,40.0,6,2,1,5,6,7,5.8,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Made to Move,Made to Move,Sitting,129,29.2,7,5,Left,Long,Long,5,59.0,9,4,2,4,8,10,6.6,2,4,2,0,1,0,Virgin PET,48.0,1.0,Yes
Extra,Curvy,One Leg Bent,139,30.0,6,6,Center,Short,Short,1,1.0,1,0,0,6,0,6,3.9,0,2,0,1,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,Sitting,120,29.0,3,8,Center,Medium,Long,0,0.0,0,0,1,1,1,3,1.4,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Dreamtopia,Standard,One Hand on Hip,130,30.2,7,5,Back,Long,Knee,0,0.0,0,0,1,6,1,7,4.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Dreamtopia,Standard,Two Hands Up,128,30.2,7,5,Back,Long,Long,3,38.0,6,1,2,7,5,8,6.5,1,4,0,0,1,0,Virgin PET,54.0,1.0,Yes
Careers,Standard,Two Hands Up,123,29.0,5,7,Center,Long,Knee,1,5.0,2,0,1,4,2,5,3.5,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Careers,Standard,Walking,116,29.0,5,7,Center,Long,Short,3,28.0,5,1,1,4,4,6,4.4,1,3,0,1,0,0,rPET,80.0,1.1,Yes
Extra,Curvy,Standing Straight,130,30.0,6,6,Center,Long,Short,3,10.0,5,0,1,4,3,7,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,Two Hands Up,120,29.0,3,8,Center,Medium,Knee,0,0.0,0,0,0,3,0,3,2.0,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Made to Move,Made to Move,Sitting,128,29.2,7,5,Left,Short,Short,4,37.0,4,2,0,4,3,9,4.6,0,3,1,0,0,0,rPET,82.0,1.1,Yes
Extra,Curvy,Walking,135,30.0,6,6,Center,Medium,Short,2,22.0,3,1,0,7,2,6,5.0,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Extra,Curvy,Arms Open,134,30.2,6,6,Center,Long,Long,4,53.0,4,2,2,6,6,7,6.2,1,4,1,0,1,0,Virgin PET,52.0,1.0,Yes
Extra,Curvy,Standing Straight,137,30.0,6,6,Center,Very Long,Short,2,27.0,6,1,2,4,5,6,4.8,1,3,0,0,0,0,rPET,82.0,1.1,Yes
Fashionistas,Standard,Standing Straight,112,29.0,3,8,Center,Long,Knee,4,33.0,7,2,1,0,5,4,2.6,1,2,1,0,0,0,Recycled Cardboard + rPET,92.0,0.85,Yes
Dreamtopia,Standard,One Leg Bent,128,30.0,7,5,Back,Short,Long,0,0.0,0,0,1,7,1,7,4.9,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Fashionistas,Standard,Two Hands Up,118,29.0,3,8,Center,Short,Knee,4,36.0,7,2,0,2,4,4,3.1,1,2,1,0,0,0,rPET,82.0,1.1,Yes
Careers,Standard,Two Hands Up,125,29.0,5,7,Center,Long,Short,4,65.0,7,3,1,4,6,6,5.1,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Made to Move,Made to Move,One Leg Bent,128,29.0,7,5,Left,Very Long,Short,2,20.0,2,1,2,6,4,8,5.7,1,3,0,1,0,0,rPET,80.0,1.1,Yes
Signature,Made to Move,Walking,137,29.0,8,6,Center,Very Long,Short,4,41.0,6,2,2,7,7,10,7.6,2,4,1,1,1,0,Virgin PET,48.0,1.0,Yes
Extra,Curvy,Walking,128,30.0,6,6,Center,Medium,Short,0,0.0,0,0,0,7,0,6,4.4,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Made to Move,Made to Move,One Hand on Hip,120,29.0,7,5,Left,Long,Long,3,39.0,6,2,2,5,6,9,6.2,1,4,1,0,1,0,Virgin PET,52.0,1.0,Yes
